ID,Type,SKU,Sold individually?
10036,simple,2187,0
10037,simple,1926,0
10038,simple,2074,0
10039,simple,2075,0
10040,simple,2151,0
10041,simple,2242,0
10042,simple,2201,0
10043,simple,2382,0
10044,simple,2339,0
10045,simple,2277,0
10046,simple,2378,0
10047,simple,2017,0
10048,simple,2327,0
10049,simple,2351,0
10050,simple,2358,0
10051,simple,2317,0
10052,simple,2347,0
10053,simple,2307,0
10054,simple,2434,0
10055,simple,2275,0
10056,simple,1939,0
10057,simple,2344,0
10058,simple,2222,0
10059,simple,2125,0
10060,simple,8040,0
10061,simple,2322,0
10062,simple,2331,0
10063,simple,2299,0
10064,simple,2126,0
10065,simple,2214,0
10066,simple,2286,0
10067,simple,2601,0
10068,simple,2603,0
10069,simple,2605,0
10070,simple,2325,0
10071,simple,2367,0
10072,simple,2315,0
10073,simple,2342,0
10074,simple,2364,0
10075,simple,2376,0
10076,simple,2272,0
10077,simple,2278,0
10078,simple,2387,0
10079,simple,2617,0
10080,simple,2423,0
10081,simple,2418,0
10082,simple,2424,0
10083,simple,2429,0
10084,simple,2202,0
10085,simple,2639,0
10086,simple,2305,0
10087,simple,2328,0
10088,simple,2346,0
10089,simple,2076,0
10090,simple,2320,0
10091,simple,2020,0
10092,simple,8250,0
10093,simple,2438,0
10094,simple,2323,0
10095,simple,2266,0
10096,simple,2232,0
10097,simple,2665,0
10098,simple,2292,0
10099,simple,2332,0
10100,simple,2203,0
10101,simple,2432,0
10102,simple,2393,0
10103,simple,2397,0
10104,simple,2419,0
10105,simple,2416,0
10106,simple,2402,0
10107,simple,7038,0
10108,simple,2401,0
10109,simple,2404,0
10110,simple,2433,0
10111,simple,2077,0
10112,simple,2702,0
10113,simple,2710,0
10114,simple,2025,0
10115,simple,2027,0
10116,simple,2078,0
10117,simple,2720,0
10118,simple,2028,0
10119,simple,2366,0
10120,simple,2437,0
10121,simple,2335,0
10122,simple,2030,0
10123,simple,2243,0
10124,simple,2381,0
10125,simple,2384,0
10126,simple,2408,0
10127,simple,2747,0
10128,simple,2421,0
10129,simple,2373,0
10130,simple,2205,0
10131,simple,2427,0
10132,simple,2385,0
10133,simple,2032,0
10134,simple,2764,0
10135,simple,8091,0
10136,simple,2766,0
10137,simple,2778,0
10138,simple,2372,0
10139,simple,2035,0
10140,simple,2133,0
10141,simple,2206,0
10142,simple,2036,0
10143,simple,2155,0
10144,simple,2037,0
10145,simple,2038,0
10146,simple,2136,0
10147,simple,2822,0
10148,simple,2833,0
10149,simple,2244,0
10150,simple,2842,0
10151,simple,2137,0
10152,simple,2235,0
10153,simple,2083,0
10154,simple,2084,0
10155,simple,2308,0
10156,simple,2289,0
10157,simple,2290,0
10158,simple,2041,0
10159,simple,2042,0
10160,simple,2291,0
10161,simple,2279,0
10162,simple,2316,0
10163,simple,2086,0
10164,simple,2879,0
10165,simple,2440,0
10166,simple,2439,0
10167,simple,2273,0
10168,simple,2218,0
10169,simple,2190,0
10170,simple,2176,0
10171,simple,2156,0
10172,simple,2139,0
10173,simple,2901,0
10174,simple,2158,0
10175,simple,2159,0
10176,simple,2093,0
10177,simple,2094,0
10178,simple,2095,0
10179,simple,2096,0
10180,simple,2359,0
10181,simple,2177,0
10182,simple,2160,0
10183,simple,2049,0
10184,simple,2098,0
10185,simple,2141,0
10186,simple,2435,0
10187,simple,2207,0
10188,simple,7220,0
10189,simple,6924,0
10190,simple,6982,0
10191,simple,7222,0
10192,simple,8201,0
10193,simple,7225,0
10194,simple,6902,0
10195,simple,7169,0
10196,simple,7170,0
10197,simple,7227,0
10198,simple,7229,0
10199,simple,7231,0
10200,simple,7233,0
10201,simple,7177,0
10202,simple,7235,0
10203,simple,6897,0
10204,simple,7240,0
10205,simple,7241,0
10206,simple,7243,0
10207,simple,7249,0
10208,simple,6926,0
10209,simple,6984,0
10210,simple,7253,0
10211,simple,7175,0
10212,simple,7256,0
10213,simple,7264,0
10214,simple,6986,0
10215,simple,7042,0
10216,simple,7268,0
10217,simple,7269,0
10218,simple,7270,0
10219,simple,7271,0
10220,simple,7272,0
10221,simple,6994,0
10222,simple,7274,0
10223,simple,7275,0
10224,simple,7276,0
10225,simple,7277,0
10226,simple,7090,0
10227,simple,7278,0
10228,simple,7279,0
10229,simple,8099,0
10230,simple,6929,0
10231,simple,7000,0
10232,simple,8076,0
10233,simple,6930,0
10234,simple,7092,0
10235,simple,6931,0
10236,simple,8190,0
10237,simple,7093,0
10238,simple,7009,0
10239,simple,7010,0
10240,simple,7011,0
10241,simple,6906,0
10242,simple,8193,0
10243,simple,7282,0
10244,simple,7285,0
10245,simple,7288,0
10246,simple,7289,0
10247,simple,6989,0
10248,simple,6938,0
10249,simple,7094,0
10250,simple,7095,0
10251,simple,7013,0
10252,simple,8194,0
10253,simple,8259,0
10254,simple,8100,0
10255,simple,8192,0
10256,simple,6940,0
10257,simple,7290,0
10258,simple,7291,0
10259,simple,7293,0
10260,simple,6943,0
10261,simple,7096,0
10262,simple,6945,0
10263,simple,8200,0
10264,simple,8276,0
10265,simple,8278,0
10266,simple,7316,0
10267,simple,6900,0
10268,simple,7318,0
10269,simple,8280,0
10270,simple,8279,0
10271,simple,7321,0
10272,simple,7322,0
10273,simple,7300,0
10274,simple,7301,0
10275,simple,7326,0
10276,simple,7325,0
10277,simple,7327,0
10278,simple,7328,0
10279,simple,7330,0
10280,simple,7329,0
10281,simple,7331,0
10282,simple,7335,0
10283,simple,7336,0
10284,simple,6947,0
10285,simple,8203,0
10286,simple,6948,0
10287,simple,7019,0
10288,simple,7020,0
10289,simple,7181,0
10290,simple,7182,0
10291,simple,7183,0
10292,simple,7184,0
10293,simple,7118,0
10294,simple,7100,0
10295,simple,7120,0
10296,simple,6901,0
10297,simple,7194,0
10298,simple,6977,0
10299,simple,7196,0
10300,simple,7198,0
10301,simple,7197,0
10302,simple,7203,0
10303,simple,7205,0
10304,simple,7204,0
10305,simple,7206,0
10306,simple,7209,0
10307,simple,8102,0
10308,simple,7022,0
10309,simple,6955,0
10310,simple,6954,0
10311,simple,6956,0
10312,simple,7032,0
10313,simple,6957,0
10314,simple,7213,0
10315,simple,6958,0
10316,simple,6959,0
10317,simple,7214,0
10318,simple,6960,0
10319,simple,6961,0
10320,simple,7129,0
10321,simple,7004,0
10322,simple,8103,0
10323,simple,7135,0
10324,simple,6969,0
10325,simple,6970,0
10326,simple,6971,0
10327,simple,8104,0
10328,simple,7102,0
10329,simple,7136,0
10330,simple,8105,0
10331,simple,7349,0
10332,simple,7352,0
10333,simple,8108,0
10334,simple,7103,0
10335,simple,6903,0
10336,simple,6904,0
10337,simple,6978,0
10338,simple,7024,0
10339,simple,7353,0
10340,simple,6996,0
10341,simple,6997,0
10342,simple,8197,0
10343,simple,6980,0
10344,simple,6999,0
10345,simple,6981,0
10346,simple,7830,0
10347,simple,7026,0
10348,simple,7355,0
10349,simple,7357,0
10350,simple,7359,0
10351,simple,6911,0
10352,simple,7098,0
10353,simple,7028,0
10354,simple,7029,0
10355,simple,7360,0
10356,simple,7361,0
10357,simple,7362,0
10358,simple,6912,0
10359,simple,6914,0
10360,simple,7369,0
10361,simple,6915,0
10362,simple,7368,0
10363,simple,7370,0
10364,simple,7007,0
10365,simple,7371,0
10366,simple,6899,0
10367,simple,7372,0
10368,simple,7373,0
10369,simple,7793,0
10370,simple,7001,0
10371,simple,8637,0
10372,simple,8640,0
10373,simple,9525,0
10374,simple,8875,0
10375,simple,8642,0
10376,simple,8643,0
10377,simple,8644,0
10378,simple,8645,0
10379,simple,8646,0
10380,simple,8647,0
10381,simple,8648,0
10382,simple,8649,0
10383,simple,8650,0
10384,simple,8651,0
10385,simple,8652,0
10386,simple,8654,0
10387,simple,8655,0
10388,simple,8656,0
10389,simple,105764,0
10390,simple,8679,0
10391,simple,8680,0
10392,simple,8681,0
10393,simple,8682,0
10394,simple,8683,0
10395,simple,8657,0
10396,simple,8658,0
10397,simple,8659,0
10398,simple,8661,0
10399,simple,8662,0
10400,simple,7223,0
10401,simple,8663,0
10402,simple,8665,0
10403,simple,8664,0
10404,simple,8666,0
10405,simple,8667,0
10406,simple,8669,0
10407,simple,8670,0
10408,simple,8671,0
10409,simple,8672,0
10410,simple,8673,0
10411,simple,8674,0
10412,simple,8676,0
10413,simple,8677,0
10414,simple,8678,0
10415,simple,105766,0
10416,simple,8704,0
10417,simple,8705,0
10418,simple,8706,0
10419,simple,8707,0
10420,simple,7389,0
10421,simple,7298,0
10422,simple,8708,0
10423,simple,8709,0
10424,simple,8710,0
10425,simple,7800,0
10426,simple,8711,0
10427,simple,105768,0
10428,simple,8713,0
10429,simple,8714,0
10430,simple,7396,0
10431,simple,8716,0
10432,simple,8717,0
10433,simple,8684,0
10434,simple,7400,0
10435,simple,4055,0
10436,simple,7407,0
10437,simple,8686,0
10438,simple,7401,0
10439,simple,7410,0
10440,simple,8687,0
10441,simple,8688,0
10442,simple,8689,0
10443,simple,7408,0
10444,simple,8690,0
10445,simple,8692,0
10446,simple,8693,0
10447,simple,8695,0
10448,simple,7409,0
10449,simple,8696,0
10450,simple,8697,0
10451,simple,7402,0
10452,simple,7403,0
10453,simple,7404,0
10454,simple,7405,0
10455,simple,7406,0
10456,simple,8700,0
10457,simple,8701,0
10458,simple,9768,0
10459,simple,9769,0
10460,simple,9770,0
10461,simple,8720,0
10462,simple,8722,0
10463,simple,7212,0
10464,simple,9531,0
10465,simple,8725,0
10466,simple,8726,0
10467,simple,8727,0
10468,simple,8728,0
10469,simple,8729,0
10470,simple,9771,0
10471,simple,8730,0
10472,simple,8731,0
10473,simple,8732,0
10474,simple,8733,0
10475,simple,8734,0
10476,simple,9532,0
10477,simple,8735,0
10478,simple,8736,0
10479,simple,8737,0
10480,simple,8738,0
10481,simple,8739,0
10482,simple,8740,0
10483,simple,9772,0
10484,simple,8741,0
10485,simple,8742,0
10486,simple,8744,0
10487,simple,8745,0
10488,simple,8746,0
10489,simple,8747,0
10490,simple,9767,0
10491,simple,8750,0
10492,simple,8751,0
10493,simple,8752,0
10494,simple,9533,0
10495,simple,9773,0
10496,simple,9774,0
10497,simple,9775,0
10498,simple,9776,0
10499,simple,8766,0
10500,simple,9778,0
10501,simple,9779,0
10502,simple,9780,0
10503,simple,9781,0
10504,simple,4091,0
10505,simple,4089,0
10506,simple,4087,0
10507,simple,4086,0
10508,simple,4088,0
10509,simple,4082,0
10510,simple,4083,0
10511,simple,4085,0
10512,simple,4081,0
10513,simple,4078,0
10514,simple,4079,0
10515,simple,9782,0
10516,simple,4073,0
10517,simple,9784,0
10518,simple,9785,0
10519,simple,4060,0
10520,simple,4061,0
10521,simple,4063,0
10522,simple,4062,0
10523,simple,9534,0
10524,simple,9535,0
10525,simple,9537,0
10526,simple,9539,0
10527,simple,9540,0
10528,simple,9542,0
10529,simple,9543,0
10530,simple,10511,0
10531,simple,9544,0
10532,simple,9545,0
10533,simple,8784,0
10534,simple,9787,0
10535,simple,9788,0
10536,simple,9789,0
10537,simple,8789,0
10538,simple,9790,0
10539,simple,9791,0
10540,simple,10512,0
10541,simple,8790,0
10542,simple,8793,0
10543,simple,8794,0
10544,simple,8795,0
10545,simple,8796,0
10546,simple,8797,0
10547,simple,8798,0
10548,simple,8799,0
10549,simple,8800,0
10550,simple,4070,0
10551,simple,4072,0
10552,simple,8759,0
10553,simple,8761,0
10554,simple,4065,0
10555,simple,8763,0
10556,simple,8765,0
10557,simple,7795,0
10558,simple,4068,0
10559,simple,7804,0
10560,simple,8770,0
10561,simple,8771,0
10562,simple,8772,0
10563,simple,10513,0
10564,simple,10514,0
10565,simple,8773,0
10566,simple,4076,0
10567,simple,8776,0
10568,simple,7806,0
10569,simple,4069,0
10570,simple,4066,0
10571,simple,8781,0
10572,simple,8783,0
10573,simple,7807,0
10574,simple,8787,0
10575,simple,8788,0
10576,simple,105769,0
10577,simple,7808,0
10578,simple,7809,0
10579,simple,7792,0
10580,simple,7810,0
10581,simple,7811,0
10582,simple,8444,0
10583,simple,8445,0
10584,simple,3671,0
10585,simple,3686,0
10586,simple,3673,0
10587,simple,2589,0
10588,simple,8459,0
10589,simple,8446,0
10590,simple,3779,0
10591,simple,105679,0
10592,simple,10473,0
10593,simple,10474,0
10594,simple,10477,0
10595,simple,106378,0
10596,simple,8447,0
10597,simple,106379,0
10598,simple,8979,0
10599,simple,2598,0
10600,simple,105631,0
10601,simple,3707,0
10602,simple,3635,0
10603,simple,8448,0
10604,simple,9030,0
10605,simple,3710,0
10606,simple,8859,0
10607,simple,8858,0
10608,simple,2557,0
10609,simple,3736,0
10610,simple,9164,0
10611,simple,3724,0
10612,simple,3725,0
10613,simple,9165,0
10614,simple,3737,0
10615,simple,105790,0
10616,simple,3738,0
10617,simple,3751,0
10618,simple,106380,0
10619,simple,106381,0
10620,simple,3688,0
10621,simple,8981,0
10622,simple,8980,0
10623,simple,106382,0
10624,simple,10469,0
10625,simple,106383,0
10626,simple,106384,0
10627,simple,3637,0
10628,simple,3636,0
10629,simple,2558,0
10630,simple,106385,0
10631,simple,3638,0
10632,simple,3689,0
10633,simple,3639,0
10634,simple,2560,0
10635,simple,3641,0
10636,simple,2561,0
10637,simple,3644,0
10638,simple,3643,0
10639,simple,3649,0
10640,simple,106387,0
10641,simple,9031,0
10642,simple,3711,0
10643,simple,9915,0
10644,simple,2563,0
10645,simple,2562,0
10646,simple,9631,0
10647,simple,9034,0
10648,simple,3645,0
10649,simple,3692,0
10650,simple,3647,0
10651,simple,3646,0
10652,simple,3648,0
10653,simple,3650,0
10654,simple,2565,0
10655,simple,106388,0
10656,simple,3651,0
10657,simple,3652,0
10658,simple,3653,0
10659,simple,3654,0
10660,simple,3656,0
10661,simple,9169,0
10662,simple,105632,0
10663,simple,3658,0
10664,simple,3659,0
10665,simple,3759,0
10666,simple,8982,0
10667,simple,106390,0
10668,simple,8449,0
10669,simple,8983,0
10670,simple,8978,0
10671,simple,3772,0
10672,simple,3757,0
10673,simple,105634,0
10674,simple,2535,0
10675,simple,10479,0
10676,simple,3774,0
10677,simple,10472,0
10678,simple,8451,0
10679,simple,8452,0
10680,simple,8453,0
10681,simple,106392,0
10682,simple,106393,0
10683,simple,106395,0
10684,simple,106396,0
10685,simple,3781,0
10686,simple,3782,0
10687,simple,3694,0
10688,simple,106397,0
10689,simple,8454,0
10690,simple,2537,0
10691,simple,2524,0
10692,simple,2536,0
10693,simple,8012,0
10694,simple,8455,0
10695,simple,8456,0
10696,simple,8032,0
10697,simple,8457,0
10698,simple,8458,0
10699,simple,2526,0
10700,simple,2531,0
10701,simple,3770,0
10702,simple,3729,0
10703,simple,3720,0
10704,simple,3713,0
10705,simple,3660,0
10706,simple,3740,0
10707,simple,3741,0
10708,simple,2516,0
10709,simple,2520,0
10710,simple,2518,0
10711,simple,3663,0
10712,simple,3743,0
10713,simple,3735,0
10714,simple,2593,0
10715,simple,3714,0
10716,simple,3758,0
10717,simple,2549,0
10718,simple,2544,0
10719,simple,2594,0
10720,simple,3784,0
10721,simple,9681,0
10722,simple,8460,0
10723,simple,2546,0
10724,simple,3679,0
10725,simple,2532,0
10726,simple,3700,0
10727,simple,3701,0
10728,simple,3702,0
10729,simple,3748,0
10730,simple,8862,0
10731,simple,2551,0
10732,simple,2547,0
10733,simple,2552,0
10734,simple,8864,0
10735,simple,9171,0
10736,simple,8461,0
10737,simple,9172,0
10738,simple,2517,0
10739,simple,10482,0
10740,simple,8865,0
10741,simple,8867,0
10742,simple,8866,0
10743,simple,9861,0
10744,simple,3664,0
10745,simple,2529,0
10746,simple,2525,0
10747,simple,2580,0
10748,simple,9682,0
10749,simple,3744,0
10750,simple,2595,0
10751,simple,8869,0
10752,simple,9674,0
10753,simple,2527,0
10754,simple,9676,0
10755,simple,2534,0
10756,simple,2521,0
10757,simple,2581,0
10758,simple,2553,0
10759,simple,2555,0
10760,simple,3785,0
10761,simple,2550,0
10762,simple,8464,0
10763,simple,8870,0
10764,simple,9173,0
10765,simple,9174,0
10766,simple,9037,0
10767,simple,9175,0
10768,simple,9038,0
10769,simple,9039,0
10770,simple,9677,0
10771,simple,9678,0
10772,simple,9176,0
10773,simple,8871,0
10774,simple,3745,0
10775,simple,2528,0
10776,simple,3763,0
10777,simple,10484,0
10778,simple,10485,0
10779,simple,105681,0
10780,simple,3683,0
10781,simple,105683,0
10782,simple,9177,0
10783,simple,105684,0
10784,simple,106403,0
10785,simple,9178,0
10786,simple,9179,0
10787,simple,9632,0
10788,simple,106008,0
10789,simple,106399,0
10790,simple,10488,0
10791,simple,3717,0
10792,simple,10489,0
10793,simple,3718,0
10794,simple,3719,0
10795,simple,10490,0
10796,simple,105635,0
10797,simple,10493,0
10798,simple,10497,0
10799,simple,105636,0
10800,simple,105637,0
10801,simple,3705,0
10802,simple,10495,0
10803,simple,10496,0
10804,simple,8984,0
10805,simple,106400,0
10806,simple,3668,0
10807,simple,106401,0
10808,simple,3706,0
10809,simple,2588,0
10810,simple,3669,0
10811,simple,9276,0
10812,simple,106000,0
10813,simple,9281,0
10814,simple,9284,0
10815,simple,9287,0
10816,simple,9267,0
10817,simple,9269,0
10818,simple,9271,0
10819,simple,9270,0
10820,simple,4271,0
10821,simple,4095,0
10822,simple,4240,0
10823,simple,2956,0
10824,simple,2973,0
10825,simple,4128,0
10826,simple,7429,0
10827,simple,8378,0
10828,simple,8083,0
10829,simple,10460,0
10830,simple,105833,0
10831,simple,4201,0
10832,simple,105835,0
10833,simple,4138,0
10834,simple,8207,0
10835,simple,4096,0
10836,simple,105836,0
10837,simple,4255,0
10838,simple,4186,0
10839,simple,7040,0
10840,simple,8031,0
10841,simple,105837,0
10842,simple,4235,0
10843,simple,106673,0
10844,simple,2954,0
10845,simple,2970,0
10846,simple,10537,0
10847,simple,10538,0
10848,simple,4272,0
10849,simple,2957,0
10850,simple,4266,0
10851,simple,4156,0
10852,simple,105626,0
10853,simple,4260,0
10854,simple,2967,0
10855,simple,105838,0
10856,simple,4230,0
10857,simple,105627,0
10858,simple,4216,0
10859,simple,4176,0
10860,simple,2984,0
10861,simple,2985,0
10862,simple,4179,0
10863,simple,106672,0
10864,simple,105839,0
10865,simple,10536,0
10866,simple,2982,0
10867,simple,2978,0
10868,simple,105807,0
10869,simple,106652,0
10870,simple,105806,0
10871,simple,105808,0
10872,simple,2960,0
10873,simple,8210,0
10874,simple,2962,0
10875,simple,7611,0
10876,simple,4226,0
10877,simple,105809,0
10878,simple,4231,0
10879,simple,105810,0
10880,simple,8211,0
10881,simple,105834,0
10882,simple,105811,0
10883,simple,106653,0
10884,simple,106654,0
10885,simple,4102,0
10886,simple,2981,0
10887,simple,4103,0
10888,simple,4104,0
10889,simple,4269,0
10890,simple,2953,0
10891,simple,2975,0
10892,simple,4105,0
10893,simple,4107,0
10894,simple,4108,0
10895,simple,4122,0
10896,simple,4190,0
10897,simple,105813,0
10898,simple,105814,0
10899,simple,105815,0
10900,simple,2952,0
10901,simple,4262,0
10902,simple,106663,0
10903,simple,8212,0
10904,simple,8213,0
10905,simple,4257,0
10906,simple,4247,0
10907,simple,4259,0
10908,simple,4109,0
10909,simple,7612,0
10910,simple,4147,0
10911,simple,4117,0
10912,simple,4153,0
10913,simple,4268,0
10914,simple,2945,0
10915,simple,2976,0
10916,simple,10462,0
10917,simple,7438,0
10918,simple,105666,0
10919,simple,4164,0
10920,simple,2944,0
10921,simple,4218,0
10922,simple,2972,0
10923,simple,4094,0
10924,simple,4191,0
10925,simple,4182,0
10926,simple,2979,0
10927,simple,4188,0
10928,simple,4172,0
10929,simple,9599,0
10930,simple,4181,0
10931,simple,4180,0
10932,simple,4140,0
10933,simple,4264,0
10934,simple,4214,0
10935,simple,4224,0
10936,simple,4189,0
10937,simple,4173,0
10938,simple,4123,0
10939,simple,4160,0
10940,simple,4154,0
10941,simple,4130,0
10942,simple,2963,0
10943,simple,4253,0
10944,simple,4233,0
10945,simple,4120,0
10946,simple,4207,0
10947,simple,6851,0
10948,simple,4250,0
10949,simple,2977,0
10950,simple,4196,0
10951,simple,4148,0
10952,simple,4157,0
10953,simple,2959,0
10954,simple,4263,0
10955,simple,4135,0
10956,simple,4161,0
10957,simple,4252,0
10958,simple,4265,0
10959,simple,4134,0
10960,simple,4175,0
10961,simple,4227,0
10962,simple,4158,0
10963,simple,106662,0
10964,simple,4151,0
10965,simple,4217,0
10966,simple,4146,0
10967,simple,7610,0
10968,simple,4137,0
10969,simple,4133,0
10970,simple,4163,0
10971,simple,4152,0
10972,simple,7616,0
10973,simple,105842,0
10974,simple,4131,0
10975,simple,9601,0
10976,simple,4162,0
10977,simple,8082,0
10978,simple,4211,0
10979,simple,7614,0
10980,simple,4256,0
10981,simple,7615,0
10982,simple,4168,0
10983,simple,4199,0
10984,simple,4248,0
10985,simple,4155,0
10986,simple,4169,0
10987,simple,7620,0
10988,simple,4150,0
10989,simple,2968,0
10990,simple,4245,0
10991,simple,106661,0
10992,simple,106664,0
10993,simple,8380,0
10994,simple,9604,0
10995,simple,4116,0
10996,simple,4192,0
10997,simple,2983,0
10998,simple,9600,0
10999,simple,4270,0
11000,simple,2974,0
11001,simple,2950,0
11002,simple,2942,0
11003,simple,4183,0
11004,simple,8081,0
11005,simple,4241,0
11006,simple,4234,0
11007,simple,2947,0
11008,simple,4219,0
11009,simple,4236,0
11010,simple,7621,0
11011,simple,2949,0
11012,simple,4254,0
11013,simple,4249,0
11014,simple,2969,0
11015,simple,9594,0
11016,simple,8035,0
11017,simple,4144,0
11018,simple,4220,0
11019,simple,4209,0
11020,simple,4141,0
11021,simple,7622,0
11022,simple,4136,0
11023,simple,10535,0
11024,simple,7619,0
11025,simple,4193,0
11026,simple,4165,0
11027,simple,10534,0
11028,simple,105841,0
11029,simple,105843,0
11030,simple,4194,0
11031,simple,2964,0
11032,simple,4177,0
11033,simple,4222,0
11034,simple,4238,0
11035,simple,4202,0
11036,simple,4166,0
11037,simple,4242,0
11038,simple,4237,0
11039,simple,4203,0
11040,simple,4174,0
11041,simple,4243,0
11042,simple,2971,0
11043,simple,4197,0
11044,simple,8370,0
11045,simple,4124,0
11046,simple,4212,0
11047,simple,4210,0
11048,simple,4223,0
11049,simple,4195,0
11050,simple,4200,0
11051,simple,4171,0
11052,simple,4213,0
11053,simple,4167,0
11054,simple,4126,0
11055,simple,8371,0
11056,simple,4239,0
11057,simple,4204,0
11058,simple,4215,0
11059,simple,4221,0
11060,simple,4244,0
11061,simple,4228,0
11062,simple,4205,0
11063,simple,4225,0
11064,simple,4184,0
11065,simple,4178,0
11066,simple,106666,0
11067,simple,4185,0
11068,simple,106667,0
11069,simple,7041,0
11070,simple,8033,0
11071,simple,2965,0
11114,simple,105522,0
11115,simple,105523,0
11116,simple,105524,0
11117,simple,105525,0
11118,simple,105526,0
11119,simple,105527,0
11120,simple,105528,0
11121,simple,105530,0
11122,simple,105531,0
11123,simple,105534,0
11124,simple,105536,0
11125,simple,105537,0
11126,simple,105538,0
11127,simple,105539,0
11128,simple,105540,0
11129,simple,105541,0
11130,simple,105542,0
11131,simple,105544,0
11132,simple,105545,0
11133,simple,105547,0
11134,simple,105548,0
11135,simple,105549,0
11136,simple,105550,0
11138,simple,8465,0
11139,simple,8466,0
11140,simple,8467,0
11141,simple,8468,0
11142,simple,8469,0
11143,simple,8470,0
11144,simple,8471,0
11145,simple,8472,0
11146,simple,8473,0
11147,simple,8475,0
11148,simple,8476,0
11149,simple,8477,0
11150,simple,8478,0
11151,simple,8479,0
11152,simple,8480,0
11153,simple,8481,0
11154,simple,8483,0
11155,simple,8484,0
11156,simple,8485,0
11157,simple,8486,0
11158,simple,8487,0
11159,simple,8488,0
11160,simple,8489,0
11161,simple,8490,0
11162,simple,8491,0
11163,simple,8492,0
11164,simple,8493,0
11165,simple,8496,0
11166,simple,8497,0
11167,simple,8498,0
11168,simple,8499,0
11169,simple,8500,0
11170,simple,8501,0
11171,simple,8502,0
11172,simple,8503,0
11173,simple,8504,0
11174,simple,8505,0
11175,simple,8506,0
11176,simple,8507,0
11177,simple,8508,0
11178,simple,8509,0
11179,simple,8510,0
11180,simple,8511,0
11181,simple,8512,0
11182,simple,8513,0
11183,simple,8514,0
11184,simple,8515,0
11185,simple,8516,0
11186,simple,8517,0
11187,simple,8518,0
11188,simple,8519,0
11189,simple,8494,0
11190,simple,8495,0
11191,simple,8522,0
11192,simple,8523,0
11193,simple,8524,0
11194,simple,8525,0
11195,simple,8526,0
11196,simple,8527,0
11197,simple,8528,0
11198,simple,8529,0
11199,simple,8530,0
11200,simple,8531,0
11201,simple,8532,0
11202,simple,8533,0
11203,simple,8534,0
11204,simple,8535,0
11205,simple,8536,0
11206,simple,8537,0
11207,simple,8538,0
11208,simple,8539,0
11209,simple,8540,0
11210,simple,8541,0
11211,simple,8542,0
11212,simple,8543,0
11213,simple,8544,0
11214,simple,8545,0
11215,simple,8546,0
11216,simple,8547,0
11217,simple,8548,0
11218,simple,8520,0
11219,simple,8521,0
11220,simple,9607,0
11221,simple,9608,0
11222,simple,9609,0
11223,simple,9588,0
11224,simple,8551,0
11225,simple,107080,0
11226,simple,106524,0
11227,simple,8549,0
11228,simple,8550,0
11229,simple,8552,0
11230,simple,8553,0
11231,simple,8554,0
11232,simple,8555,0
11233,simple,8556,0
11234,simple,8557,0
11235,simple,8558,0
11236,simple,8559,0
11237,simple,8560,0
11238,simple,8561,0
11239,simple,8562,0
11240,simple,8563,0
11241,simple,8564,0
11242,simple,8565,0
11243,simple,8566,0
11244,simple,8567,0
11245,simple,8568,0
11246,simple,8569,0
11247,simple,8570,0
11248,simple,8571,0
11249,simple,8572,0
11250,simple,8573,0
11251,simple,8574,0
11252,simple,8575,0
11253,simple,8576,0
11254,simple,8577,0
11255,simple,8578,0
11256,simple,8579,0
11257,simple,8580,0
11258,simple,8581,0
11259,simple,8584,0
11260,simple,8585,0
11261,simple,8586,0
11262,simple,8588,0
11263,simple,8590,0
11264,simple,8591,0
11265,simple,8592,0
11266,simple,8593,0
11267,simple,8594,0
11268,simple,8595,0
11269,simple,8596,0
11270,simple,8597,0
11271,simple,8598,0
11272,simple,8599,0
11273,simple,8600,0
11274,simple,8601,0
11275,simple,8602,0
11276,simple,8603,0
11277,simple,8604,0
11278,simple,8605,0
11279,simple,8606,0
11280,simple,8607,0
11281,simple,8582,0
11282,simple,8583,0
11283,simple,107087,0
11284,simple,8610,0
11285,simple,8611,0
11286,simple,8612,0
11287,simple,8613,0
11288,simple,8614,0
11289,simple,8615,0
11290,simple,8616,0
11291,simple,8617,0
11292,simple,8618,0
11293,simple,8619,0
11294,simple,8620,0
11295,simple,8621,0
11296,simple,8622,0
11297,simple,8623,0
11298,simple,8624,0
11299,simple,8625,0
11300,simple,8627,0
11301,simple,8628,0
11302,simple,8629,0
11303,simple,8630,0
11304,simple,8631,0
11305,simple,8632,0
11306,simple,8633,0
11307,simple,8634,0
11308,simple,8635,0
11309,simple,8636,0
11310,simple,8608,0
11311,simple,8609,0
11312,simple,107081,0
11313,simple,107082,0
11314,simple,107083,0
11315,simple,107084,0
11322,simple,5183,0
11323,simple,5181,0
11324,simple,5228,0
11325,simple,5210,0
11326,simple,5255,0
11327,simple,5222,0
11328,simple,106434,0
11329,simple,5316,0
11330,simple,5260,0
11331,simple,5187,0
11332,simple,5217,0
11333,simple,5184,0
11334,simple,5212,0
11335,simple,5312,0
11336,simple,5223,0
11337,simple,5218,0
11338,simple,5214,0
11339,simple,5221,0
11340,simple,5204,0
11341,simple,5192,0
11342,simple,5207,0
11343,simple,5197,0
11344,simple,5288,0
11345,simple,5200,0
11346,simple,5225,0
11347,simple,5198,0
11348,simple,5242,0
11349,simple,5194,0
11350,simple,5189,0
11351,simple,5201,0
11352,simple,5195,0
11353,simple,5229,0
11354,simple,5216,0
11355,simple,5203,0
